NDomain	NNode	Time(ms)
4	21	3.74071
4	21	3.6866
4	21	3.76041
4	20	3.3171
4	19	2.32299
4	15	2.60103
4	20	2.33854
4	23	2.31063
4	23	2.27458
4	20	2.28545
4	17	2.25598
4	13	2.17807
2	8	3.28904
1	6	1.09333
4	67	10.7328
4	89	17.2245
4	55	8.12318
4	80	11.7742
4	63	9.14075
4	74	8.77457
4	73	6.90287
4	89	8.66579
4	84	8.12086
4	70	6.70349
4	76	7.14594
4	92	8.7999
4	78	7.40267
4	80	6.66841
4	90	7.54535
4	79	6.84127
4	90	7.98251
4	76	6.52704
4	99	9.41142
4	82	7.43793
4	74	7.31024
4	86	8.15124
4	76	7.49581
4	68	6.30387
4	61	5.59058
4	87	8.01525
4	68	6.06317
4	50	4.25664
4	48	4.43829
4	37	3.50315
4	59	4.92512
4	39	4.00812
4	60	5.04057
4	59	5.12915
4	61	5.24424
4	59	4.76405
4	39	3.68489
4	60	5.04027
4	52	4.26228
4	58	4.54004
4	53	4.73965
4	37	3.33968
4	42	3.637
4	39	3.30123
4	38	3.02932
4	48	4.08817
4	67	5.7702
4	63	5.66034
4	59	5.23489
4	60	4.88419
4	78	6.87728
4	70	6.47878
4	59	5.02362
4	64	5.70466
4	62	5.12259
4	69	5.56067
4	63	4.75993
4	72	6.14409
4	63	4.86037
4	78	6.69174
4	75	6.80086
4	83	7.76628
4	83	7.45672
4	77	7.31337
4	83	7.63225
4	78	7.1184
4	89	8.07772
4	72	6.33274
4	87	7.78975
4	82	7.22013
4	84	7.29869
4	82	7.4843
4	82	7.3993
4	77	6.89012
4	45	3.7378
4	18	2.29565
4	17	2.2152
4	15	2.10987
4	24	2.36746
4	28	2.47702
4	25	2.31761
4	32	2.51886
4	33	2.56859
4	32	2.89981
4	27	2.59963
4	38	3.12138
4	14	2.38677
4	15	2.01871
4	42	3.26635
4	51	3.68685
4	7	3.5546
4	11	1.90434
4	17	2.31641
4	35	3.23886
4	24	3.01572
4	22	2.98385
4	47	4.40352
4	67	5.55906
4	57	4.87486
4	62	5.12638
4	67	9.23626
4	61	7.9298
4	61	8.70843
4	67	8.98202
4	42	5.89044
4	43	6.27264
4	46	7.53643
4	37	6.31872
4	46	5.67181
4	32	3.28904
4	31	2.61496
2	6	1.87013
4	66	5.35699
4	70	5.55281
4	78	6.06936
4	55	4.39184
4	34	3.6487
4	66	5.16976
4	69	5.27661
4	63	5.13965
4	66	9.04027
4	67	8.87847
4	74	12.2633
4	77	14.5008
4	74	10.6548
4	77	7.19225
4	72	5.72191
4	68	5.30908
4	71	5.8495
4	75	6.28945
4	76	5.84622
4	73	5.70245
4	78	6.01418
4	79	6.55507
4	48	3.81079
4	49	3.8861
4	45	3.41387
4	45	3.29144
4	47	3.41959
4	56	4.63104
4	47	3.47758
4	42	3.41104
4	34	2.67761
4	28	2.43154
4	70	5.96844
4	72	6.11146
4	68	5.96961
4	70	5.84951
4	70	5.57803
4	75	6.1327
4	77	6.15598
4	72	5.77949
4	73	5.76141
4	70	5.28037
4	77	6.48356
4	73	5.95655
4	73	5.78018
4	72	5.37628
4	78	5.7899
4	76	5.53337
4	62	8.34056
4	61	7.79042
4	62	7.9487
4	59	7.1702
4	61	8.04724
4	62	7.59811
4	65	6.5717
4	67	4.94458
4	57	4.62959
4	54	4.4003
4	68	5.12022
4	68	5.35951
4	65	4.54926
4	49	3.73828
4	63	4.87843
4	51	3.87707
4	61	4.53009
4	68	5.2365
4	61	4.43029
4	70	5.31526
4	39	3.34866
4	41	3.40929
4	58	4.87756
4	42	3.28415
4	65	5.28723
4	67	5.265
4	64	5.30185
4	66	5.09218
4	64	5.10457
4	66	5.13138
4	62	4.46108
4	61	4.3565
4	52	3.95477
4	54	4.08028
4	56	4.47847
4	45	3.22253
4	46	3.35023
4	45	3.01009
4	45	3.42277
4	35	2.73675
4	31	3.75611
4	26	3.38179
4	30	4.91698
4	24	3.79915
4	22	3.0176
4	25	3.15155
4	26	3.2887
4	33	4.27418
4	31	3.72704
4	62	8.37158
4	56	7.18163
4	52	6.38212
4	60	7.86671
4	59	6.86069
4	48	3.59121
4	48	3.48526
4	46	3.43131
4	58	4.74928
4	52	3.78612
4	58	4.47558
4	54	8.955
4	56	7.16242
4	57	9.87743
4	59	8.84141
4	60	7.32465
4	57	6.93821
4	28	3.38832
4	33	2.76132
4	33	2.6338
4	53	3.97394
4	62	4.60376
4	67	5.23137
4	62	4.76501
4	67	4.8414
4	67	4.82076
4	67	4.93877
4	67	4.80511
4	56	3.81378
4	79	5.49945
4	73	5.33127
4	59	7.55261
4	51	6.43535
4	55	6.99797
4	53	6.66188
4	55	6.41258
4	23	3.26506
4	12	2.85356
4	15	2.82059
4	17	4.18029
4	14	2.11445
4	14	2.03857
4	15	1.73563
2	8	1.72886
4	27	2.13877
4	24	2.29234
4	29	2.45848
4	48	3.50238
4	49	3.44484
4	57	4.11853
4	59	4.27846
4	52	8.42272
4	56	6.48039
4	57	6.52554
4	53	6.24889
4	51	6.6271
4	58	8.71974
4	51	8.29451
4	53	7.16015
4	61	5.04122
4	55	3.71319
4	63	4.10078
4	45	3.05969
4	65	4.02765
4	70	4.51143
4	61	4.11304
4	66	4.08384
4	59	4.13607
4	63	4.20321
4	64	4.52978
4	74	4.37666
4	60	6.97959
4	44	5.23378
4	23	4.6974
4	41	4.71805
4	43	4.92224
4	64	7.03436
4	50	5.50787
4	46	4.94095
4	37	5.36369
4	52	5.4388
4	17	2.65191
1	5	1.11015
4	53	5.11843
4	54	4.30314
4	52	4.0104
4	53	4.00477
4	57	4.18509
4	57	4.17756
4	58	4.05543
4	56	3.94211
4	45	5.81225
4	34	4.68731
4	41	4.86712
4	50	6.20132
4	14	2.82465
4	19	2.85328
4	55	6.66727
4	67	8.99648
4	70	9.00325
4	53	4.03936
4	65	5.2011
4	54	3.78754
4	52	3.83616
4	55	3.94999
4	58	3.97723
4	53	3.78757
4	65	4.74425
4	58	4.07141
4	61	4.24312
4	57	4.2199
4	56	7.14585
4	50	6.17832
4	56	6.34755
4	55	6.17349
4	65	8.41512
4	54	6.32372
4	68	8.52028
4	67	8.68562
4	63	5.01664
4	71	5.47479
4	69	5.21025
4	72	5.50171
4	65	4.77145
4	76	5.54449
4	68	4.86289
4	66	4.6789
4	69	4.8684
4	61	4.31412
4	63	4.34481
4	67	4.68804
4	60	6.24379
4	52	3.70724
4	57	3.86079
4	66	4.76823
4	49	3.38901
4	51	3.43113
4	55	3.5771
4	65	4.15978
4	66	3.99328
4	46	3.50264
4	21	2.01851
4	44	3.31797
4	21	1.93257
4	52	3.84162
4	22	1.82259
4	36	2.64278
4	24	1.83686
4	63	4.54443
4	78	5.92173
4	73	5.57907
4	64	7.94561
4	62	7.73248
4	77	10.0221
4	55	6.36029
4	54	6.95226
4	84	13.2813
4	74	10.6895
4	76	6.21389
4	60	3.99587
4	71	4.60713
4	76	5.42757
4	41	2.93379
4	43	2.89539
4	35	2.6435
4	73	5.02078
4	74	4.88286
4	73	4.84633
4	37	2.92362
4	63	4.07869
4	82	5.67191
4	72	5.66982
4	69	5.33238
4	64	4.61596
4	60	4.20089
4	63	4.59779
4	62	4.23653
4	74	5.30195
4	67	4.60846
4	61	4.19516
4	61	3.98256
4	64	4.09974
4	63	4.15213
4	71	4.39404
4	72	4.38832
4	71	4.39923
4	60	3.77764
4	57	3.66075
4	53	3.48345
4	64	3.87763
4	57	3.6575
1	2	1.52207
4	54	6.55992
4	42	4.27261
4	50	4.41094
4	53	5.33998
4	57	5.64277
4	40	3.86077
4	64	5.97649
4	61	5.84147
4	58	5.75533
4	54	5.6783
4	66	6.31144
4	52	4.72994
4	36	3.11589
4	47	4.21671
4	49	3.01704
4	57	3.01202
4	50	2.67309
4	33	1.66365
4	38	1.78567
4	34	3.89406
4	53	5.18789
4	52	5.27094
4	51	5.41834
4	39	5.36533
4	53	6.96701
4	48	4.88284
4	55	5.63587
4	56	7.49127
4	56	7.16522
4	54	7.1107
4	60	6.76317
4	62	3.92925
4	59	3.29146
4	54	2.79332
4	55	2.85638
4	58	2.9632
4	62	3.17249
4	49	2.51543
4	8	1.16673
4	48	6.51411
4	45	4.53972
4	29	2.92976
4	15	2.07604
4	30	2.96042
4	34	3.39264
1	1	1.23974
4	56	7.11343
4	58	6.20583
4	57	5.7398
4	57	5.46738
4	58	5.27852
4	62	5.47496
4	62	4.15011
4	60	3.57953
4	65	4.62181
4	68	5.00632
4	31	2.49248
4	53	3.96852
4	60	4.26055
4	55	6.80753
4	28	3.81915
4	56	10.176
4	62	8.05382
4	63	6.5076
4	67	9.55888
4	63	8.38833
4	64	7.93006
4	61	3.84934
4	63	3.7378
4	68	4.45119
4	71	4.57403
4	58	3.26015
4	55	3.07405
4	54	3.07232
4	54	3.21135
4	59	3.2696
4	58	3.2354
4	55	2.97613
4	56	3.18535
4	48	6.22404
4	50	4.84642
4	41	4.11201
4	45	4.5003
4	54	5.19676
4	56	6.47563
4	55	6.75162
4	55	6.72713
4	53	5.62847
4	55	4.98823
4	51	4.90011
4	50	3.00116
4	61	4.37624
4	69	4.75643
4	59	3.80685
4	65	4.33192
4	62	3.89983
4	62	3.88861
4	68	4.34961
4	60	3.9206
4	50	5.1717
4	57	5.92401
4	45	4.70155
4	50	4.75997
4	51	4.50468
4	46	4.15894
4	51	5.11724
4	47	5.77
4	48	5.55254
4	53	3.64098
4	53	2.74368
4	44	2.56868
4	49	2.56705
4	49	2.58014
4	53	2.694
4	53	2.65536
4	36	2.05806
4	34	1.95325
4	41	2.27672
4	57	3.88244
4	49	5.63307
4	64	6.47789
4	62	6.28391
4	62	8.04046
4	49	6.42381
4	19	2.64667
4	23	2.87467
4	67	7.13386
4	67	8.7751
4	70	8.78446
4	66	7.57755
4	61	3.6321
4	72	4.45482
4	53	3.06308
4	70	4.15782
4	65	3.77767
4	52	2.94995
4	70	3.70731
4	71	3.7523
4	76	4.15263
4	52	6.65364
4	50	4.70515
4	48	4.48201
4	50	4.54419
4	48	4.50278
4	41	3.37635
4	40	4.22019
4	41	4.32334
4	41	4.62233
4	53	6.17249
4	46	5.15438
4	41	3.24292
4	41	2.46754
4	36	2.17895
4	43	2.02415
4	47	2.63638
4	48	2.87562
4	48	2.75603
4	53	2.94013
4	52	2.62084
4	44	5.05208
4	39	3.42546
4	40	3.16839
4	38	2.96183
4	38	2.96933
4	42	3.56261
4	38	3.15047
4	49	4.04368
4	44	3.50164
4	38	2.91427
4	39	2.95934
4	39	2.94266
4	39	2.79117
4	48	3.88256
4	47	4.09802
4	50	4.13479
4	49	4.22267
4	55	4.72077
4	49	3.59607
4	47	2.40887
4	45	3.91002
4	35	3.0793
4	29	2.70592
4	23	2.07795
4	36	2.93557
4	36	2.97113
4	47	4.11132
4	45	3.67562
4	40	3.18705
4	44	3.333
4	34	2.502
4	28	2.09371
4	17	1.65437
4	23	2.0562
4	32	2.46664
4	42	2.99156
4	47	3.62868
4	49	3.75534
4	47	3.97546
4	52	3.88311
4	40	3.4985
4	42	3.56962
4	40	2.93202
4	45	3.47333
4	50	3.55043
4	48	3.70785
4	41	2.8988
4	45	3.30861
4	36	2.67751
4	33	2.5621
4	24	2.17782
4	42	3.92525
4	41	4.03053
4	15	2.10946
4	21	2.33997
2	4	1.73378
4	12	1.81265
4	7	1.64318
4	17	1.90055
4	51	4.47915
4	36	3.82422
4	40	3.87432
4	34	2.48153
4	37	2.5717
4	39	2.59797
4	40	2.70782
4	38	2.73191
4	38	2.71794
4	55	5.9176
4	51	6.57974
4	47	5.70953
4	51	6.12392
4	46	4.11955
4	46	3.95334
4	54	4.70078
4	44	3.64503
4	52	4.22574
4	49	3.29991
4	44	2.19367
4	48	2.30994
4	14	2.59507
4	28	3.53085
4	42	3.98915
4	13	1.73001
4	31	2.58166
4	35	2.32515
4	33	2.3328
4	32	2.56861
4	36	2.57335
4	33	2.45613
4	32	2.36528
4	33	2.37975
4	35	2.31714
4	38	2.58457
4	40	2.73025
4	33	2.43383
4	36	3.22103
4	35	3.34827
4	37	3.3608
4	33	2.9344
4	36	3.38989
4	33	3.13533
4	33	2.36225
4	36	2.43691
4	34	2.76688
4	39	2.6107
4	37	2.68829
4	42	3.77689
4	37	3.09365
4	40	3.36205
4	27	2.15008
4	31	2.21023
4	31	2.13233
4	29	2.16544
4	26	2.10028
4	31	2.24837
4	29	2.29898
4	32	2.14516
4	39	2.28455
4	33	2.86888
4	26	2.56079
4	20	1.81683
4	23	1.93041
4	16	1.5735
4	41	3.50057
4	36	3.239
4	30	2.12725
4	32	2.54449
4	35	2.79008
4	35	2.76036
4	40	3.16888
4	44	3.29993
4	41	3.02004
4	45	3.45253
4	19	1.7404
4	45	3.72001
4	42	3.61538
4	40	3.25223
4	47	3.75249
4	48	3.66087
4	36	3.0918
4	35	2.96422
4	42	3.89204
4	41	3.36378
4	37	2.92366
4	26	2.30139
4	21	2.01516
4	36	3.34107
4	36	2.9734
4	39	3.05352
4	39	3.04183
4	39	2.93514
4	41	3.7236
4	41	3.43036
4	31	2.34147
4	29	1.87394
4	33	2.04656
4	37	3.32595
4	35	2.20562
4	31	2.03962
4	28	1.86005
4	33	1.94072
4	30	1.81582
4	30	1.82325
4	29	1.74567
4	14	1.77468
4	25	1.55173
4	8	1.04773
4	20	1.46711
4	21	1.07983
4	30	1.62739
4	28	1.64382
4	28	1.60018
4	31	1.66182
4	32	1.65309
4	30	1.49452
4	29	1.4838
4	32	1.53961
4	28	1.53679
4	27	1.22233
4	14	1.20712
1	2	0.530305
4	20	1.25642
4	25	1.547
4	25	1.58828
4	38	3.44295
4	45	4.16628
4	41	3.41273
4	41	3.48942
4	33	2.51512
4	40	3.33927
4	40	3.14772
4	42	3.89797
4	46	5.26644
4	32	3.0884
4	40	4.23265
4	47	5.49879
4	42	4.07513
4	43	3.5177
4	41	2.98406
4	42	4.12023
4	46	4.41094
4	47	4.46909
4	43	3.69385
4	25	1.62457
4	25	1.56688
4	20	1.27416
4	30	2.1107
4	37	2.77385
4	29	1.8329
4	30	2.04238
4	28	1.79906
4	23	1.48189
4	18	1.23735
4	40	3.75716
4	43	3.71606
4	45	4.20785
4	45	4.0751
4	39	3.32916
4	53	4.71669
4	39	3.71361
4	47	4.93408
4	47	4.01086
4	14	1.08993
4	14	1.15255
4	24	1.48283
4	19	1.16428
4	48	4.04409
4	46	4.00344
4	42	3.03583
4	51	3.98371
4	36	3.13729
4	34	2.90377
4	44	3.83829
4	31	2.3726
4	27	2.20012
4	41	4.72545
4	48	5.60521
4	30	2.9783
4	45	5.66028
4	41	3.78994
4	46	4.7432
4	42	3.73323
4	53	4.50517
4	46	3.98243
4	51	4.62665
4	39	3.44692
4	32	2.6227
4	28	2.08057
4	45	3.68243
4	7	1.40807
4	36	2.78986
4	28	2.01707
4	35	2.58811
4	56	4.70302
4	59	4.97802
4	54	4.48857
4	51	4.0913
4	46	3.61722
4	48	2.59466
4	40	3.3103
4	42	3.72316
4	46	4.59601
4	51	4.37415
4	50	4.68847
4	57	5.2014
4	55	5.12682
4	40	3.28855
4	39	2.94319
4	43	3.13012
4	50	3.58374
4	16	1.13144
4	16	1.05463
4	15	1.06852
4	15	1.04559
4	13	1.1974
4	11	1.50695
4	53	5.27868
4	58	5.95543
4	58	5.53479
4	51	4.84995
4	55	5.53286
4	47	4.13657
4	49	4.09172
4	51	4.32817
4	56	5.07524
4	55	4.85902
4	59	5.26513
4	60	4.94527
4	58	4.99094
4	31	2.42084
4	53	4.93817
4	53	4.77897
4	56	4.39346
4	55	4.27346
4	53	3.56031
4	51	2.36195
4	40	1.78072
4	50	2.20502
4	50	2.08052
4	50	3.71118
4	20	1.97555
4	27	1.7752
4	51	3.71385
4	57	4.07506
4	57	3.5317
4	50	2.99775
4	58	4.39626
4	27	2.05593
4	34	1.96861
1	3	0.447544
4	9	2.6995
4	53	4.88042
4	59	5.6351
4	57	5.38198
4	61	4.9597
4	59	4.68884
4	63	4.84314
4	61	4.89698
4	64	2.94917
4	50	3.8398
4	48	3.35497
4	45	2.61075
4	50	2.78955
1	2	0.433264
4	44	2.76207
4	38	2.105
4	39	2.28496
4	44	2.44895
4	48	2.7159
4	49	2.81109
4	31	2.28123
4	50	4.02259
4	47	3.71013
4	39	3.00234
4	34	2.29287
4	37	2.58142
4	52	4.44709
4	47	4.29072
4	59	5.0122
4	54	6.17103
4	53	4.2808
4	49	4.06719
4	47	4.06579
4	49	5.0417
4	24	2.14671
4	15	1.83518
4	25	1.58905
4	24	1.52907
4	52	4.42418
4	60	4.84359
4	59	4.89408
4	16	1.0515
4	16	1.07546
4	55	4.44513
4	61	4.88499
4	50	3.86975
4	63	4.4203
4	45	1.84459
4	40	1.5028
4	44	3.1142
4	38	2.32212
4	29	2.0147
4	34	2.44299
4	20	1.33813
4	34	2.29551
4	38	2.31933
4	13	1.06515
4	34	2.19247
4	37	2.51599
1	5	0.450114
4	12	1.37391
4	41	2.29411
4	40	2.18784
4	16	1.15379
4	23	1.31265
4	25	1.21579
4	37	2.13859
4	46	3.30818
4	50	4.96586
4	44	3.37698
4	46	3.68212
4	45	3.58172
4	51	3.96519
4	48	3.3996
4	45	3.0445
4	56	4.24595
4	59	4.39339
4	59	4.45727
4	51	3.76681
4	56	3.83445
4	36	2.18539
4	37	2.34533
4	37	2.35281
4	18	1.10213
4	54	3.47044
4	61	4.07429
4	62	4.84368
4	54	4.64819
4	45	3.42307
4	54	4.94457
4	36	2.84184
4	41	2.48611
4	43	2.6888
4	39	2.2922
4	44	3.0362
4	49	3.37177
4	47	3.04076
4	48	2.76097
4	39	2.3391
4	53	3.51895
4	49	3.12565
4	38	2.11872
4	26	1.62214
4	34	2.08715
4	43	2.66316
4	25	1.55558
4	31	1.96657
4	38	1.85389
4	26	1.50316
4	26	1.75336
4	27	1.79057
4	18	1.19931
4	19	1.21701
4	26	1.57176
4	26	1.1332
4	28	1.31822
4	28	1.23053
4	28	1.46251
4	31	1.63109
4	29	1.27856
4	18	0.770407
4	47	2.93732
4	45	2.73533
4	39	2.18232
4	49	2.6713
4	49	3.06955
4	35	1.64208
4	39	2.01443
4	47	2.91258
4	36	2.84442
4	15	1.08634
4	14	0.983469
4	11	0.883499
4	9	0.998309
4	18	1.4304
4	16	1.40163
4	38	2.44658
4	31	1.69919
4	36	1.70372
4	41	2.04872
4	42	2.25883
4	11	0.848768
4	43	3.1514
4	48	3.16428
4	42	2.69247
4	42	2.36461
4	30	1.70377
4	32	1.73373
4	43	2.13492
4	32	2.0814
4	35	1.89033
4	18	1.08818
4	19	1.00135
4	21	0.9983
4	17	1.0482
4	12	1.13232
1	6	0.333613
4	29	1.51712
4	37	1.84177
4	31	1.61677
4	22	0.969749
4	21	0.714426
4	24	1.07871
4	35	1.69568
4	36	1.6992
4	30	1.44561
4	35	1.56713
4	20	1.1391
4	14	0.853038
4	25	1.66407
4	29	1.7552
4	29	1.70838
4	25	1.37087
4	26	1.17603
4	26	1.16575
4	23	1.04192
4	27	1.15834
4	27	1.18421
4	29	1.0346
4	26	1.01791
4	27	0.944959
4	27	0.709287
4	21	0.931309
4	20	0.934958
4	20	0.880329
4	12	0.726386
4	8	0.615276
4	11	0.716907
4	7	0.732867
4	9	0.980339
4	11	0.670157
4	11	0.627896
4	17	0.742416
4	16	0.671297
4	18	0.684326
4	17	0.765577
4	14	0.739107
4	13	0.733247
4	16	0.751847
4	13	1.09705
4	15	0.600686
4	12	0.688836
3	9	0.635336
2	7	0.509765
4	11	0.825908
1	4	0.291482
4	21	1.63336
4	22	1.7269
4	28	1.61424
4	15	1.23948
4	38	2.65326
4	30	2.14508
4	32	2.08972
4	27	1.92248
4	26	1.71869
4	29	1.89074
4	23	1.68332
4	13	1.04851
4	25	1.44233
4	30	1.82678
4	50	3.15271
4	37	2.29891
4	40	2.35605
4	36	2.00775
4	46	2.87466
4	47	2.67643
4	38	1.87448
4	44	2.98879
4	38	2.951
4	45	3.13051
4	39	2.57075
4	36	2.56164
4	38	2.48583
4	41	2.52697
4	21	1.32477
4	27	1.62714
4	28	1.21218
4	39	2.14945
4	35	1.80058
4	21	1.05662
4	41	2.36046
4	48	3.04909
4	38	2.24185
4	49	2.9747
4	41	2.28576
4	40	1.90618
4	48	2.72485
4	41	2.10057
4	45	2.30272
4	33	2.02373
4	37	2.14062
4	21	1.11328
4	21	1.03716
4	22	1.10647
4	21	1.08295
4	38	2.29142
4	35	2.08209
4	34	1.96303
4	18	1.10979
4	23	1.02565
4	35	1.81808
4	25	1.26178
4	9	1.14408
4	20	0.973559
4	20	0.921589
4	19	0.919108
4	18	0.870338
4	23	1.07768
4	27	1.16078
4	14	0.839278
4	19	1.0038
4	27	1.39712
4	32	1.699
4	25	1.1602
4	30	1.40885
4	26	1.1351
4	43	2.13519
4	36	1.86076
4	43	2.03729
4	38	1.7624
4	17	0.550295
4	12	0.575426
4	42	2.20913
4	39	1.81714
4	40	1.85209
4	30	1.29559
4	36	1.61758
4	36	1.50386
4	43	1.78507
4	30	1.27248
4	33	1.41264
4	19	0.890379
4	21	0.943308
4	34	1.4812
4	9	0.556305
4	9	0.599016
4	16	0.820488
4	27	1.16972
4	31	1.35736
4	31	1.41043
4	37	1.58398
4	38	1.66369
4	34	1.18303
4	31	1.16449
2	8	0.492854
4	34	1.4183
4	32	1.20923
4	34	1.4506
4	32	1.24472
2	5	0.529065
1	1	0.255462
2	5	0.479665
4	12	0.493654
4	26	0.892369
4	13	0.553675
4	26	1.02918
4	30	1.29374
4	28	1.09944
4	37	1.80581
4	20	0.762577
4	33	1.42287
4	36	1.62163
4	21	0.824668
4	33	1.37978
4	29	1.3509
4	26	0.836198
4	7	0.420624
4	20	0.931649
2	6	0.454324
4	30	1.82666
4	22	1.48898
4	24	1.50094
4	30	1.77685
4	35	1.58015
4	32	1.36894
4	18	0.832347
4	24	1.17797
4	29	1.33374
4	35	1.42486
4	37	1.32222
4	31	1.0494
4	21	0.893479
4	36	1.37781
4	34	1.3594
4	35	1.38637
4	32	1.26658
4	38	1.47861
4	26	0.933178
4	34	1.13253
4	29	1.43555
4	29	1.4042
4	32	1.41476
4	9	0.701567
4	23	0.906028
4	18	0.789478
4	30	1.04602
4	32	1.06505
4	25	0.766177
4	25	0.830688
4	21	0.826798
4	21	0.630666
4	20	0.771647
4	30	0.916519
4	27	0.834777
4	26	0.828918
4	13	0.391444
2	6	0.309823
4	15	0.374663
4	21	0.557745
4	18	0.561455
4	21	0.663006
4	23	0.726747
4	22	0.660466
4	22	0.605456
4	12	0.785887
4	14	0.668687
4	21	0.707436
4	21	0.611176
4	22	0.598105
4	20	0.502875
4	21	0.617566
2	10	0.434114
0	5	0.00083
4	20	0.545245
4	17	0.511895
4	14	0.461474
4	15	0.457124
4	12	0.415894
4	14	0.420064
4	4	0.376234
4	7	0.915038
1	1	0.179592
1	2	0.171292
1	3	0.172551
1	2	0.165052

5	177	47.422
5	177	29.4804
5	158	25.2106
5	171	28.2454
5	136	21.228
5	133	20.6504
5	124	18.4996
5	156	25.4386
5	137	21.231
5	158	25.303
5	163	24.9853
5	164	25.0722
5	148	23.2023
5	168	26.3405
1	118	18.8462
1	110	17.6784
5	164	25.3089
5	157	23.7638
5	164	24.582
5	131	20.221
5	159	44.7615
5	134	31.9852
5	126	18.7795
5	146	21.9789
5	144	21.7453
5	133	18.854
5	109	14.6741
5	132	18.9495
5	122	17.2582
1	97	14.0598
5	124	19.2521
5	145	21.5708
5	174	36.9359
5	142	19.9752
1	70	9.93073
1	111	14.5077
1	95	12.9179
5	136	19.5202
5	110	14.8343
1	148	20.9365
1	36	2.05631
1	94	12.3496
1	75	10.0988
1	50	7.3027
1	105	11.2854
5	160	34.7809
5	152	22.3027
1	97	15.2288
1	92	13.7305
5	113	16.6151
5	134	18.5627
5	135	19.3416
5	102	14.683
5	122	17.3456
5	139	18.9284
1	95	14.6942
1	100	15.3252
1	84	12.3571
1	93	13.8944
1	100	14.8271
1	89	14.1004
1	92	14.4809
1	84	12.3924
1	90	14.0606
1	91	14.1982
1	93	13.7718
1	81	11.9745
1	76	11.561
1	90	14.1383
1	89	13.5371
1	88	13.7498
1	91	13.9299
5	191	31.2149
1	87	8.38823
2	113	11.5553
5	108	14.4037
5	108	13.6157
5	135	17.1669
5	105	13.8657
5	122	15.3952
1	69	9.90836
5	196	29.4897
5	110	13.1729
5	126	15.859
5	121	15.2318
5	104	12.6261
5	117	14.4044
5	103	12.5746
5	123	15.4389
5	130	15.1366
5	121	14.6548
5	109	12.554
5	129	14.0571
5	99	11.2465
5	126	14.7782
5	111	13.2422
5	110	12.6513
5	126	14.5229
5	102	11.6448
5	104	10.9085
5	197	25.5414
5	109	12.3831
5	123	13.3815
5	98	10.6004
5	120	12.9393
5	108	12.0382
5	118	12.8058
5	114	11.2927
5	111	12.2112
1	104	6.12872
5	110	11.793
5	209	24.0736
5	123	12.3256
5	107	11.1954
5	116	11.8335
5	104	9.93693
5	127	12.0392
5	125	11.935
5	222	23.3721
5	124	11.7781
5	104	9.52541
5	88	8.24198
5	83	7.89445
5	214	20.282
5	88	7.58771
5	221	20.1059
5	89	7.4369
5	108	9.26731
5	102	8.07357
5	85	6.79375
5	92	7.19548
5	95	7.84018
5	90	7.57514
5	99	8.51687
5	98	7.72453
5	229	19.0489
5	114	9.4369
5	95	7.03886
5	91	6.61805
5	244	18.534
5	83	5.83926
5	74	5.58254
5	86	6.01412
5	76	5.05494
5	84	6.11178
5	84	6.00979
5	82	6.0095
5	79	5.18728
5	243	15.8289
5	76	4.81329
5	83	5.13617
5	77	4.83132
5	90	7.01075
5	99	7.37637
5	80	4.87368
5	84	4.91836
5	86	4.62812
5	100	7.69981
5	85	4.73844
5	86	4.90371
5	80	5.22077
5	96	6.79742
5	67	3.76219
5	67	3.89079
5	79	4.59572
5	68	3.47673
5	81	4.72276
5	85	5.72209
5	82	5.03219
5	67	3.56661
5	233	12.3011
5	71	3.69863
5	65	3.41939
5	88	5.50946
5	68	3.00097
5	77	4.05021
5	66	2.56337
5	73	2.72728
5	75	5.08674
5	80	5.34001
5	81	7.3481
5	69	4.71586
5	68	4.15997
1	78	4.73925
1	38	1.92794
1	38	1.8332
1	42	2.61237
1	35	2.00444
1	40	2.54119
1	51	3.4483
1	42	2.60277
1	49	3.1112
2	53	2.5644
5	85	5.7022
5	64	3.63283
5	95	6.55459
5	95	6.32774
