NDomain	NNode	Time(ms)
5	87	5.76275
5	63	3.37882
5	47	1.95032
5	67	3.75985
1	35	1.80192
1	32	1.4079
1	89	4.91846
5	80	4.75599
5	71	4.55481
1	51	2.7825
1	39	1.72983
5	81	5.25491
5	63	3.23669
5	60	2.89621
5	71	3.71866
5	55	2.28261
5	78	4.38242
5	78	4.25665
5	68	3.22499
5	77	4.50798
5	78	3.59973
5	50	2.32912
5	43	3.03763
5	57	4.90569
5	63	5.12047
5	44	2.30723
5	42	1.73417
5	64	5.12197
5	46	2.73001
5	64	5.59529
5	57	4.94158
5	67	5.85388
5	55	5.02783
5	47	3.03908
5	66	4.309
5	69	4.8034
1	42	1.62355
5	46	2.31495
1	79	4.80741
5	47	1.47119
1	48	2.2192
1	25	0.533613
5	35	1.26676
5	35	2.07285
5	34	1.21093
5	27	1.29523
5	29	1.12767
5	28	0.989957
5	22	0.872986
5	33	0.982696
1	28	0.878186
5	29	1.03646
5	29	0.914566
5	33	0.942066
5	35	0.761695
5	33	0.780454
5	35	0.701635
1	12	0.369782
1	26	0.472933
5	37	2.12624
5	34	0.708295
5	22	0.600254
5	18	0.497813
1	16	0.327292
1	13	0.301032
5	17	0.433823
1	13	0.496754
0	7	0.07629
5	52	4.146
5	49	3.34615
1	35	2.45945
5	58	4.19246
1	26	1.21263
1	27	1.18987
1	15	0.580004
5	61	4.98054
5	58	4.30411
5	55	4.34258
5	59	4.20021
5	56	4.21712
5	57	3.22325
5	57	4.10968
5	46	2.8062
2	28	1.23472
5	50	3.26109
5	41	2.31303
5	38	2.17988
5	20	0.621584
5	23	0.888725
1	21	0.963616
1	18	0.673095
5	23	0.991966
3	9	0.438943
5	16	0.598494
1	27	1.34725
5	18	1.06285
5	30	1.64824
5	19	0.979897
5	23	1.15221
5	31	1.75318
5	34	1.64873
5	35	1.55356
5	33	1.29141
5	33	1.38724
5	28	1.0246
5	32	1.34741
5	32	1.17106
5	26	0.992847
5	28	0.963676
5	26	0.828006
5	29	1.06858
5	33	1.15119
5	27	1.01355
5	17	0.762875
5	23	0.774795
5	26	0.813606
5	23	0.845525
5	27	0.718785
5	29	0.699645
5	29	0.810295
5	29	0.847626
5	16	0.436672
5	9	0.406343
5	30	1.19043
5	19	0.876936
5	15	0.536084
1	14	0.468883
5	14	0.650144
4	9	0.423833
5	28	0.812885
3	9	0.316902
5	30	1.89785
5	34	1.4926
5	40	2.10752
5	33	1.81805
3	8	0.316202
5	50	2.74182
5	51	2.59569
5	44	2.53926
5	47	2.79126
5	47	2.51331
5	51	2.58831
5	40	1.91407
5	43	2.02272
5	43	1.97047
5	45	1.98721
5	42	1.67012
5	36	1.53584
5	38	2.04673
1	28	0.804316
1	30	1.04623
5	44	1.68474
5	43	1.60597
5	36	1.22481
5	27	1.24096
5	33	1.60377
5	38	1.80398
5	40	1.70688
1	27	0.807545
5	21	0.755835
5	46	1.76231
5	37	1.45411
5	27	0.966517
5	22	0.477583
5	26	1.23423
5	28	1.24835
5	29	1.27107
5	27	1.17045
5	22	0.624134
5	29	1.26539
5	26	1.02391
5	28	0.883755
1	17	0.230092
1	18	0.231532
1	16	0.308342
5	24	0.880485
5	26	1.01118
3	15	0.237412
1	16	0.198481
3	12	0.231342
5	28	1.10337
5	29	0.961616
5	18	0.526154
5	18	0.689324
5	16	0.586494
5	20	0.621724
5	19	0.478433
5	20	0.574814
5	24	0.661255
5	22	0.577973
3	14	0.292902
5	23	0.457223
5	22	0.323572
1	4	0.165031
5	16	0.980176
5	15	0.878886
5	16	0.777555
5	20	0.996837
5	18	0.774705
5	24	0.833556
1	19	0.781375
5	18	0.693894
5	15	0.655804
3	5	0.270512
5	23	0.923026
1	19	0.984157
1	25	1.15015
2	5	0.183911
5	27	1.15752
5	23	0.790115
5	21	0.634154
1	21	0.665944
1	13	0.426883
5	26	0.822876
1	11	0.495413
1	24	0.743685
5	19	0.638394
1	25	0.701595
5	22	0.567363
1	27	0.703265
1	18	0.459733
5	28	0.646074
5	22	0.671215
5	17	0.571733
2	14	0.217142
1	24	0.649704
1	24	0.644564
1	17	0.487654
1	21	0.583974
5	24	0.648124
5	26	0.612524
5	23	0.438773
1	19	0.365632
1	7	0.143391
3	7	0.266582
5	25	0.629894
1	16	0.360752
5	19	0.806246
5	21	0.599304
5	19	0.534893
5	19	0.525144
5	22	0.472663
5	18	0.355923
1	18	0.302462
1	17	0.363072
5	19	0.401443
5	9	0.226111
5	22	0.422473
5	20	0.305762
5	19	0.344742
1	18	0.207732
5	18	0.253112
1	13	0.171911
1	13	0.144151
1	13	0.136301
1	13	0.13647
1	10	0.112291
1	13	0.133961
1	13	0.131321
1	18	0.212411
3	14	0.217722
1	17	0.186611
2	16	0.252542
1	18	0.263791
1	16	0.190012
1	16	0.284752
1	14	0.315252
1	7	0.190711
1	14	0.305512
1	12	0.289082
1	10	0.246512
1	9	0.224291
1	6	0.202952
1	5	0.200541
1	7	0.216941
3	4	0.491383
0	6	0.03413
1	9	0.232462
0	5	0.01477
1	4	0.154191
0	6	0.03961
1	9	0.232492
1	8	0.120091
1	12	0.095551
1	6	0.06282
1	8	0.06796
1	11	0.081971
1	11	0.08716
1	11	0.088181
1	10	0.099431
1	13	0.11957
1	4	0.072601
1	9	0.09779
1	11	0.109761
1	11	0.113061
1	14	0.128451
1	7	0.08523
1	12	0.106141
1	12	0.11873
1	11	0.107631
1	8	0.087231
1	5	0.07342
1	13	0.155601
1	13	0.123461
1	8	0.094741
1	9	0.10402
1	12	0.113311
1	11	0.106281
1	12	0.115771
1	11	0.10629
1	10	0.100371
1	11	0.107601
1	7	0.08312
1	6	0.081091
1	6	0.08474
1	8	0.094131
1	8	0.085391
1	6	0.07855
1	5	0.071381
1	5	0.07036
1	20	0.305962
1	20	0.182141
1	20	0.296192
1	20	0.299682
5	99	23.7458
5	151	53.3722
5	106	15.3585
1	125	17.8167
5	138	19.6501
1	122	18.5815
2	120	15.0691
2	125	14.9679
2	107	7.09804
5	141	20.7112
5	161	32.8486
5	119	15.7872
5	143	19.347
5	102	12.677
5	151	20.6726
1	93	13.5312
1	86	12.6326
1	95	13.0547
1	86	12.3038
1	86	11.5567
1	76	16.9891
1	70	15.8463
1	68	16.1198
1	66	15.1827
1	73	14.6237
1	62	9.15745
1	68	9.84929
5	174	31.4127
5	136	18.5899
5	143	20.2369
5	91	6.06533
1	99	10.879
1	90	10.3859
1	59	8.39564
1	44	2.0579
1	20	1.24892
1	82	10.3659
1	23	1.24373
1	118	14.253
5	177	31.2081
5	108	13.8078
5	74	4.84725
5	88	10.7925
5	56	3.40077
5	175	29.5632
5	103	12.9338
5	109	13.2999
5	80	5.03147
5	136	17.4317
2	80	4.50886
5	101	7.02609
5	194	28.8559
5	83	8.76323
5	109	12.3714
5	113	13.0329
1	76	9.13353
5	207	28.5033
1	84	8.47015
1	94	10.032
5	209	29.0069
5	90	10.6546
5	104	11.163
5	110	12.2083
1	43	5.63194
5	207	26.5302
5	60	3.41455
5	62	3.41413
5	101	10.1141
5	112	12.6346
5	44	2.27067
5	96	9.63398
5	84	4.92643
5	210	25.8909
5	227	25.66
5	75	4.38472
1	38	4.15285
5	238	25.0935
5	104	9.97058
5	107	9.8108
5	83	4.33074
5	61	2.966
5	233	22.9828
5	78	6.48884
5	90	7.40333
5	235	22.2809
5	103	10.0727
5	63	3.07311
5	95	7.58405
5	72	5.04269
5	101	8.97365
5	43	1.64783
5	96	8.42712
5	72	4.53559
5	64	2.45297
5	241	21.4881
5	68	3.56819
5	248	21.1173
5	40	1.40768
5	258	20.6304
5	56	1.67077
5	109	10.9735
5	91	7.42503
5	117	12.1881
1	73	7.266
5	100	8.60102
5	107	9.95904
1	64	5.98931
5	92	7.31364
5	100	9.08507
5	108	10.6515
5	94	7.81487
5	108	10.5176
5	99	8.45435
5	117	10.8367
5	112	9.79358
5	103	9.43133
5	104	8.8767
5	74	5.03292
5	111	10.2585
1	74	6.49759
1	59	5.20874
1	46	3.52837
1	48	3.37365
1	58	5.12259
1	71	6.60977
1	60	5.10857
1	53	4.43732
1	58	4.67365
1	91	6.25616
5	98	7.57766
5	81	5.90879
5	92	7.08495
5	102	8.75301
5	111	8.81809
1	92	4.53528
5	91	6.63399
5	91	6.55805
5	112	8.86383
1	88	7.26869
5	101	7.37255
5	75	4.47454
5	95	6.79704
5	96	6.89201
5	97	7.06915
5	95	6.42299
5	92	6.2539
5	89	6.34153
5	97	7.50922
2	61	2.48845
5	95	6.4574
5	88	6.50072
5	76	4.28867
5	87	6.39156
2	48	1.66872
5	92	6.93358
5	98	6.55487
5	81	6.22491
5	102	6.71837
5	89	5.80581
1	37	1.97338
1	43	2.66087
5	72	3.57998
5	77	5.31513
5	83	5.67986
5	75	4.98194
5	78	4.7875
5	81	4.83253
5	75	3.87543
5	74	3.95559
5	76	4.61875
5	82	5.22873
2	51	2.22704
2	51	2.29524
5	78	4.32839
5	75	4.23346
5	79	4.61335
5	74	3.42543
5	84	4.34003
1	40	1.65712
5	79	3.88636
5	62	3.59806
5	66	3.03212
2	43	1.57236
5	68	3.08142
5	66	3.63877
1	30	1.26215
5	62	2.39415
5	69	4.0458
1	40	2.34919
1	38	2.20033
1	45	2.56224
1	38	1.71904
1	48	1.94277
1	49	2.08461
5	67	4.4151
5	66	3.64435
5	58	3.15694
1	42	2.40514
1	43	2.01455
1	41	2.52053
1	40	1.91202
5	61	3.32865
5	60	2.58939
1	33	1.74328
5	65	3.72399
5	63	3.60755
5	66	3.98339
5	66	3.6194
5	66	3.86563
5	62	3.47933
5	65	3.39104
5	67	3.64531
5	67	3.50911
5	64	3.08864
5	66	3.07163
5	65	2.82525
5	63	2.53905
1	38	1.62814
5	63	2.27049
5	65	2.32219
5	55	2.05353
5	60	2.88331
5	53	1.91318
1	19	0.740304
5	57	1.92415
2	29	1.00725
2	33	1.24428
5	43	1.63211
5	51	1.92011
5	47	1.49469
5	60	2.96913
5	58	2.58132
1	30	1.20628
1	56	2.45362
1	28	1.00934
5	55	2.42333
5	68	2.66039
5	64	2.85832
5	71	3.4376
5	69	3.5663
5	61	4.91384
5	59	4.72572
1	35	2.58456
1	38	3.1457
1	24	1.4804
1	46	3.31971
1	45	3.31221
5	51	4.06757
5	65	4.94816
5	64	4.29589
5	64	3.34575
5	56	2.55016
5	71	2.68353
1	57	2.26245
1	39	1.57221
1	34	1.27613
5	58	2.26984
5	52	2.36745
5	62	2.22952
5	65	2.19885
5	54	1.92616
1	28	0.974396
5	42	1.31336
1	23	0.704224
2	38	1.26622
5	42	1.8892
1	29	1.00117
2	32	1.2721
5	44	1.66434
5	51	1.78135
1	23	0.701224
5	45	2.00473
5	47	1.89486
5	40	1.56087
5	40	1.51622
1	27	0.840075
5	42	1.30483
5	24	1.21334
1	23	0.837006
3	29	0.789175
3	29	1.27663
3	33	1.36098
1	22	0.778105
1	17	0.625234
1	32	1.66544
1	28	1.33616
5	42	2.28195
1	34	1.62501
5	48	2.07437
5	48	2.11605
1	32	1.08461
5	47	2.05479
5	46	1.90738
5	29	1.32287
5	36	1.38853
5	28	1.76159
5	34	1.67603
1	20	0.747825
1	35	2.18334
5	45	3.16281
1	28	1.79173
1	35	2.0598
1	26	1.58845
1	30	1.52959
1	23	1.26173
1	30	1.56839
1	27	1.06037
1	27	1.51614
1	19	1.18703
5	26	1.8523
1	18	0.806795
5	31	1.7514
5	33	1.93661
5	26	1.67177
1	20	0.776365
1	22	0.769125
1	19	0.707014
1	20	0.687825
5	33	1.12931
1	17	0.622854
1	31	1.72133
1	26	1.16413
1	27	1.36362
1	26	1.61201
1	26	1.4063
1	30	1.47124
1	26	1.56164
1	27	1.5919
1	25	1.47753
1	33	1.35634
1	28	1.10326
5	46	2.51311
5	39	1.99381
5	42	1.62119
1	31	1.15407
5	37	1.6279
5	38	1.54949
5	41	1.73262
2	32	1.52537
5	38	2.14499
5	40	1.98002
1	28	0.919566
1	21	0.831166
1	26	0.886286
1	15	0.633974
3	14	0.989666
3	15	0.795866
1	25	0.431032
3	10	0.635054
1	14	0.418983
1	16	0.506943
1	28	0.526533
1	21	0.575794
1	17	0.364002
5	27	0.778835
5	30	0.786665
1	10	0.293802
1	26	0.881336
1	20	0.791535
5	52	1.99066
5	44	1.83837
5	54	4.08973
5	44	2.05792
2	33	1.32079
5	45	1.48244
1	13	0.305582
1	15	0.303972
5	39	1.64751
1	32	1.13561
1	18	0.586323
5	37	1.33534
5	51	1.66018
5	42	1.57497
5	40	1.22617
5	46	1.51689
5	45	1.28463
5	49	1.3061
1	26	0.939087
5	23	1.08098
1	15	0.576504
5	22	1.8638
1	14	0.557764
1	13	0.534973
1	13	0.485783
2	34	1.76624
5	44	2.16818
1	21	0.941366
1	20	0.471563
1	27	0.777125
1	22	0.615084
1	18	0.482133
1	13	0.290402
5	44	1.52414
5	47	1.21644
1	17	0.596484
1	15	0.421633
1	26	0.859975
1	20	0.786975
5	37	0.883475
5	43	1.31149
1	41	4.08822
5	38	2.99076
5	44	1.58648
1	28	0.683615
1	22	0.727894
1	25	0.785196
1	34	1.29163
1	48	2.49431
1	91	3.44633
5	42	1.46721
1	39	1.11948
5	41	1.12692
1	39	0.853856
5	36	0.947166
5	38	1.08373
5	56	2.76757
5	62	2.77855
5	55	2.59261
5	45	1.62143
1	28	1.01238
1	25	1.80442
5	58	4.79811
5	55	2.63838
2	31	1.00237
5	55	2.40752
5	55	1.74648
5	55	2.21765
5	29	1.02981
5	23	0.898106
5	21	1.02391
5	18	0.933746
5	16	1.01514
5	15	0.881226
5	15	0.862385
5	16	0.859326
5	17	1.03047
5	13	0.738874
5	18	0.790005
5	22	0.837805
5	16	0.969106
1	4	0.725055
1	16	1.04755
1	11	0.885536
1	15	0.931186
1	23	1.37495
1	17	1.23496
1	9	0.817276
1	22	0.858865
1	13	0.391582
1	16	0.418693
1	11	0.360422
1	13	0.360072
1	18	0.441403
5	14	0.767595
5	23	1.03643
3	21	0.511613
5	48	2.26669
1	22	0.744485
5	46	1.86009
1	12	0.281772
5	33	1.92915
1	21	1.11381
1	21	1.13522
1	29	1.55802
1	21	0.825936
1	21	1.13963
1	18	0.638624
5	29	0.662585
1	17	0.412893
1	19	0.451533
1	16	0.426222
1	20	0.400623
1	17	0.373743
1	21	0.467463
1	19	0.399172
3	33	0.655365
1	29	1.11238
1	30	1.03254
5	49	1.74098
5	46	1.90187
5	41	3.00204
5	41	1.6951
5	49	1.70923
5	43	1.67425
5	45	1.62056
1	28	0.816965
5	49	1.53676
5	50	1.42218
2	23	0.962567
5	38	1.21885
5	41	1.2786
1	23	0.396662
1	24	0.381203
1	24	0.477353
1	30	0.823606
5	41	1.42303
5	45	1.41704
5	44	1.30354
1	28	0.726085
1	12	0.327912
3	30	1.16573
1	19	0.889106
1	33	2.55297
5	31	2.30491
5	38	1.52382
1	20	0.700015
1	22	0.458743
5	33	0.893526
1	33	1.09351
1	17	0.332922
1	20	0.602704
1	13	0.280392
1	16	0.295012
5	37	1.28548
5	33	0.924296
1	11	0.246082
1	15	0.250581
1	10	0.216381
1	13	0.244142
1	13	0.233471
1	12	0.291372
1	13	0.306552
1	10	0.497083
1	14	0.560564
1	10	0.487553
1	9	0.453873
1	11	0.499133
1	21	1.15306
5	27	2.34929
3	25	0.867256
1	19	0.615384
1	28	0.916376
1	30	1.15924
1	12	0.243582
1	10	0.216851
3	18	0.474113
1	9	0.217512
1	11	0.232821
1	9	0.216231
1	11	0.212632
1	9	0.724764
3	17	1.00112
3	21	1.02363
1	22	0.720574
1	20	0.695615
1	22	0.709124
1	23	0.709885
1	10	0.803335
3	21	0.845165
1	16	0.386322
1	21	0.287102
1	23	0.385843
1	23	0.330572
1	17	0.284982
1	23	0.323882
1	21	0.314332
1	19	0.290102
1	11	0.249862
1	12	0.254031
1	13	0.324343
1	24	0.758264
1	6	0.448793
1	10	0.460223
1	8	0.427943
1	7	0.429213
1	5	1.09629
1	6	0.630794
1	16	0.560534
1	17	0.557644
1	23	0.966706
5	37	1.87641
1	23	0.532454
5	41	1.11811
1	21	0.356883
1	20	0.305462
1	23	0.326832
1	23	0.321302
1	11	0.258152
3	29	0.502543
1	14	0.263241
1	12	0.493903
3	5	1.02805
1	12	0.462783
5	26	0.817675
5	29	0.794756
1	41	0.711874
5	26	0.787536
1	7	0.244701
5	32	1.38115
5	33	1.24807
5	29	0.793775
5	29	0.698604
5	31	0.703584
5	29	0.838705
5	26	0.973207
1	18	0.289831
1	16	0.272802
1	16	0.290262
1	20	0.345802
1	21	0.351263
1	16	0.528633
1	12	0.377163
1	21	0.524073
1	17	0.467433
1	15	0.409873
1	11	0.350042
5	22	0.712785
5	26	1.50228
3	25	0.757545
3	16	0.707274
3	18	0.703165
1	14	0.444043
3	34	0.797445
1	18	0.410933
1	11	0.336052
3	25	0.686015
1	14	0.399972
1	16	0.416143
1	16	0.417573
1	21	1.06214
1	20	0.966136
1	34	1.90983
5	33	1.7867
1	35	1.8512
5	32	1.57681
5	35	1.81571
1	13	0.543344
1	12	0.443663
1	13	0.451783
1	17	0.700234
1	19	0.729275
1	33	1.83791
5	29	1.35018
5	35	1.45625
1	11	0.383603
1	17	0.424743
1	13	0.410913
1	11	0.385892
1	10	0.381353
1	9	0.371362
1	7	0.412652
1	8	0.386783
1	6	0.293982
5	23	2.89842
5	20	2.24
5	29	2.77745
5	34	3.43093
1	8	0.474094
1	5	0.397452
1	8	0.399883
1	10	0.391912
1	10	0.412403
1	29	0.775595
1	12	0.448593
1	20	0.318342
3	16	0.451342
1	13	0.334802
1	17	0.378903
1	14	0.379152
1	11	0.353132
1	10	0.354842
1	9	0.315152
1	9	0.325512
1	9	0.330942
1	8	0.315402
1	9	0.308352
1	17	0.373993
1	15	0.376022
1	17	0.358512
1	13	0.316763
1	33	1.90243
5	35	1.96384
5	35	1.85971
5	37	1.8093
5	30	1.16917
5	36	1.86604
5	37	2.00702
5	30	1.30863
1	29	1.15692
1	17	0.786615
5	30	1.67267
5	32	1.7859
5	28	1.42167
1	9	0.394692
1	9	0.379113
1	7	0.352792
1	18	0.462723
1	19	0.458823
1	15	0.378753
1	14	0.319262
5	31	1.41231
5	30	1.24774
1	9	0.288652
1	6	0.268432
1	7	0.310942
1	10	0.370992
1	9	0.377753
1	9	0.366162
1	8	0.355572
1	5	0.350523
1	6	0.294852
1	10	0.277832
1	10	0.268672
1	9	0.277852
1	11	0.272321
1	5	0.250662
1	3	0.328722
1	4	0.612494
1	30	0.414023
1	17	0.391253
1	18	0.356612
1	13	0.444723
1	11	0.415363
1	14	0.524713
1	10	0.396883
1	16	0.489993
1	9	0.327522
1	7	0.324433
1	12	0.361712
1	10	0.401563
1	13	0.347352
1	9	0.324043
1	13	0.348932
1	12	0.344392
1	11	0.366743
5	24	1.10091
5	24	0.977277
5	23	0.866175
1	16	0.421633
1	14	0.371223
1	13	0.349292
1	17	0.360152
5	27	0.824966
5	18	0.740454
5	23	0.751405
1	20	0.475463
5	23	0.692524
1	9	0.298952
1	12	0.292762
1	19	0.697254
5	18	0.708744
5	19	0.796805
1	15	0.366722
1	13	0.344512
1	7	0.384182
5	17	0.733225
1	18	0.378672
3	12	0.511613
1	18	0.352772
1	13	0.321363
1	13	0.307552
1	8	0.268901
1	14	0.400923
5	44	4.94609
5	57	7.0621
5	52	6.9215
5	32	3.78405
5	60	7.82424
5	50	5.74886
5	59	6.42835
5	37	3.60672
5	39	4.32189
5	42	4.44395
1	9	0.788235
5	35	3.16714
5	49	4.73073
5	48	4.8712
1	11	0.676884
5	32	3.40221
5	48	4.11034
5	67	9.17412
5	46	6.38242
5	66	8.52205
5	41	3.94682
1	36	3.68027
5	46	3.63518
1	20	1.09387
1	17	0.886836
1	17	0.781076
1	15	0.575893
1	10	1.01424
5	49	6.28043
5	57	6.26485
5	34	2.21439
3	30	1.10109
5	64	7.13621
5	57	5.98447
5	45	3.97688
1	27	1.88899
5	66	6.78348
1	11	0.480593
1	11	0.391893
1	12	0.411442
1	10	0.388373
1	9	0.357672
1	7	0.328562
1	9	0.335913
1	12	0.347722
1	12	0.500793
1	12	0.378273
1	6	0.586614
1	12	0.490253
1	11	0.454273
1	10	0.461013
1	7	0.425533
1	6	0.396843
1	11	0.448023
1	9	0.445352
1	4	0.407162
1	12	0.445433
1	6	0.404453
1	10	0.428393
1	3	0.412242
1	14	0.430953
1	14	0.415962
1	13	0.390073
1	9	0.274082
1	8	0.186481
1	12	0.202351
1	7	0.189822
1	9	0.391732
1	7	0.302432
1	8	0.335032
1	4	0.288722
1	5	0.274532
1	8	0.286931
1	8	0.284992
1	7	0.283052
1	6	0.286062
1	6	0.281761
1	1	0.280442
1	12	0.370072
1	13	0.372103
1	11	0.355602
1	9	0.337783
1	12	0.360952
1	13	0.345742
1	8	0.311232
1	9	0.250402
1	9	0.251082
1	7	0.281561
1	12	0.263442
1	10	0.250742
1	10	0.275182
1	11	0.255381
1	8	0.243622
1	9	0.262732
1	7	0.229721
1	7	0.229192
1	6	0.219961
1	7	0.268882
1	6	0.241392
1	5	0.234301
1	5	0.224382
1	5	0.227871
5	60	6.73621
5	66	7.18638
5	69	7.45241
5	62	6.28707
1	14	0.768525
1	33	3.04819
1	20	1.52047
5	66	7.08234
5	54	4.40736
5	61	5.57997
5	57	4.94408
5	63	6.4393
5	71	7.51969
5	66	6.95856
5	59	5.87121
5	74	7.41209
5	75	7.74949
5	61	5.82242
5	65	3.83091
5	45	2.52006
5	78	4.53235
5	56	3.06978
1	66	3.59861
5	57	3.06624
5	62	3.38431
5	44	3.91454
5	56	5.21692
5	33	2.57444
5	51	4.28937
5	63	5.49416
1	19	1.26826
5	46	3.4926
5	38	2.64304
5	56	5.07851
5	58	5.21896
5	58	5.26074
5	53	4.0716
5	61	5.25385
5	58	4.81744
5	54	2.1562
5	49	1.69687
1	19	0.415693
5	63	3.06457
5	35	1.40044
5	46	2.23447
5	41	2.9234
1	17	0.913796
1	25	1.1223
1	24	0.873116
5	36	1.74924
5	43	3.29094
5	26	1.54827
1	8	0.317172
1	11	0.330123
5	45	3.44739
5	49	3.74965
5	53	3.79975
1	27	1.48522
2	37	2.05074
5	49	3.41738
1	23	1.20818
5	43	2.61787
5	38	2.5493
1	17	0.521374
1	16	0.571543
1	12	0.363012
1	9	0.306512
1	20	0.844206
5	35	1.96466
5	29	1.69599
1	29	1.91314
5	39	2.66669
5	46	3.05315
1	13	0.389812
1	14	0.451473
1	9	0.355943
1	14	0.323272
1	12	0.362852
5	22	0.752475
1	11	0.225622
1	10	0.219391
5	50	3.28742
5	50	3.17379
5	39	2.77528
2	42	2.29169
1	11	0.337172
1	11	0.304542
1	10	0.283112
1	11	0.296292
1	10	0.294252
1	6	0.357532
1	7	0.351902
1	5	0.326832
1	3	0.608744
1	4	0.313752
1	2	0.309322
5	31	2.80112
1	13	0.599034
1	17	0.996347
5	40	2.51129
5	42	2.66113
2	20	1.89475
3	16	1.67239
5	39	3.09588
5	45	3.30736
5	34	1.93507
1	40	2.59975
5	46	2.58088
5	45	2.51925
5	46	2.42896
3	9	0.552074
5	37	2.08083
5	41	2.06249
5	38	1.95204
5	43	2.2516
5	41	1.88125
5	29	1.30576
5	43	2.15354
5	31	1.37308
5	35	2.00501
5	39	2.02114
1	19	0.738184
5	43	1.91673
5	38	1.80843
5	39	1.61893
5	27	2.0953
5	30	1.53998
5	28	1.64631
5	30	1.88092
5	33	1.70105
5	34	1.69472
5	26	1.16736
5	33	1.44286
1	24	0.701784
1	18	0.514654
5	32	0.892976
5	37	1.68181
5	36	1.77712
1	23	0.690415
1	17	0.622194
1	18	0.590444
5	37	1.7058
5	36	1.85026
5	31	1.38645
5	34	1.37333
5	30	1.16328
5	28	1.25274
1	13	0.495683
1	13	0.482213
1	11	0.457433
1	12	0.328052
1	15	0.343123
5	26	1.33755
1	12	0.402162
1	8	0.265422
5	21	0.770925
5	18	0.659594
1	19	0.726745
1	7	0.282982
3	6	0.432913
5	29	1.33083
5	27	1.3674
5	28	1.22112
1	14	0.485913
1	9	0.408732
1	3	0.173601
5	22	0.929436
5	14	0.926626
5	19	0.910046
1	7	0.251021
1	12	0.274472
1	10	0.398452
5	15	0.679975
1	10	0.271691
1	14	0.260882
1	10	0.247962
1	13	0.257262
1	12	0.253881
5	19	0.743215
5	22	0.851526
5	23	0.860425
1	6	0.243012
1	5	0.224542
1	8	0.240021
3	9	0.775035
5	12	0.621924
5	20	0.808766
5	16	0.642214
1	13	0.386502
5	20	0.663385
5	12	0.593494
5	16	0.712324
3	9	0.459133
5	10	0.759635
1	8	0.220751
0	2	0.00809
1	6	0.963126
1	12	0.242422
3	11	0.491163
1	16	0.693274
5	22	0.997047
5	21	0.943066
1	6	0.279022
1	8	0.333232
5	15	0.691115
5	18	1.36905
5	20	1.05822
5	20	1.03546
1	6	0.374823
5	15	0.922246
5	11	0.723925
5	23	0.887325
1	11	0.405803
5	21	0.854506
1	9	0.264141
1	13	0.281412
5	21	0.662314
3	17	0.479093
5	22	0.892455
1	15	0.338923
1	15	0.323892
1	13	0.264602
1	7	0.223981
3	7	0.384003
1	7	0.208611
1	7	0.455013
1	3	0.371683
5	8	1.57689
3	15	0.705385
3	13	0.649844
1	7	0.300572
1	3	0.194501
1	11	0.237352
1	4	0.182491
3	6	0.415153
2	4	0.305522
3	4	0.382893
2	3	0.298272
3	9	0.391132
3	7	0.363023
1	6	0.185561
1	6	0.186761
3	16	0.382153
3	19	0.379142
1	5	0.185371
1	6	0.305962
1	6	0.316782
1	4	0.301812
0	3	0.01652
0	2	0.04909
1	8	0.336722
1	9	0.321652
1	3	0.336063
1	6	0.427242
1	6	0.415013
1	8	0.458013
1	8	0.442413
1	5	0.372712
1	8	0.453963
